Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Collateral_Type,Loan_Status
LP06950,Female,No,1,Not Graduate,No,9373,6042.56,593.3,240.0,0.0,Vehicle,N
LP06951,Female,Yes,3+,Not Graduate,No,8855,2519.5,403.0,360.0,0.0,Vehicle,Y
LP06952,Female,Yes,1,Not Graduate,No,3182,6454.38,344.5,360.0,0.0,Real Estate,N
LP06953,Male,No,1,Not Graduate,No,7723,358.69,201.2,360.0,1.0,Real Estate,Y
LP06954,Male,No,2,Not Graduate,No,3508,848.91,403.9,360.0,0.0,None,Y
LP06955,Female,Yes,3+,Graduate,No,10322,5874.12,295.3,360.0,0.0,None,Y
LP06956,Female,Yes,3+,Not Graduate,Yes,11320,884.29,567.8,360.0,0.0,Vehicle,Y
LP06957,Female,Yes,1,Not Graduate,Yes,8618,1297.72,455.1,240.0,0.0,None,Y
LP06958,Male,No,1,Graduate,No,4735,1656.2,179.1,360.0,0.0,Vehicle,N
LP06959,Female,No,0,Not Graduate,No,5474,7770.12,162.1,120.0,0.0,None,N
LP06960,Female,Yes,0,Not Graduate,No,4787,2948.8,310.6,240.0,0.0,Vehicle,N
LP06961,Female,Yes,1,Not Graduate,Yes,4832,3753.84,434.8,360.0,1.0,Vehicle,N
LP06962,Male,Yes,0,Not Graduate,No,5603,11677.04,458.1,360.0,1.0,Real Estate,N
LP06963,Male,Yes,0,Not Graduate,No,4222,3076.48,142.0,360.0,0.0,None,Y
LP06964,Female,Yes,1,Not Graduate,No,7844,220.46,318.1,360.0,1.0,Vehicle,N
LP06965,Female,Yes,1,Not Graduate,No,5824,11947.38,370.4,360.0,1.0,Real Estate,Y
LP06966,Female,Yes,3+,Not Graduate,No,5923,13925.8,352.8,180.0,0.0,Real Estate,N
LP06967,Male,Yes,1,Not Graduate,No,3907,9171.2,209.9,360.0,0.0,Vehicle,N
LP06968,Male,No,1,Graduate,No,7480,5193.9,207.4,360.0,1.0,Real Estate,Y
LP06969,Male,Yes,2,Not Graduate,No,14029,3385.33,257.8,360.0,0.0,Real Estate,N
LP06970,Male,No,3+,Not Graduate,No,9984,1594.69,388.9,360.0,1.0,Vehicle,N
LP06971,Male,Yes,3+,Graduate,No,6289,10817.4,414.3,360.0,0.0,Real Estate,N
LP06972,Female,Yes,3+,Not Graduate,No,3695,3428.63,583.5,360.0,0.0,Real Estate,N
LP06973,Female,Yes,2,Not Graduate,No,5231,6689.18,306.3,360.0,0.0,Vehicle,N
LP06974,Female,Yes,1,Not Graduate,No,6779,6783.45,185.5,360.0,0.0,Real Estate,N
LP06975,Female,Yes,3+,Graduate,No,4366,4971.46,551.0,180.0,0.0,Real Estate,N
LP06976,Female,No,3+,Not Graduate,No,9518,1359.19,491.6,360.0,0.0,None,Y
LP06977,Male,Yes,0,Graduate,No,3805,10598.38,294.3,120.0,0.0,Vehicle,N
LP06978,Male,Yes,3+,Not Graduate,No,11144,1821.25,337.4,360.0,0.0,Vehicle,Y
LP06979,Male,Yes,1,Graduate,No,5405,4924.41,354.2,360.0,0.0,Vehicle,N
LP06980,Female,No,1,Not Graduate,No,7322,12834.37,248.2,360.0,1.0,None,Y
LP06981,Male,No,0,Not Graduate,No,3178,3193.38,202.3,360.0,1.0,Vehicle,N
LP06982,Male,Yes,3+,Not Graduate,No,4797,9747.07,258.6,360.0,0.0,None,N
LP06983,Female,Yes,3+,Not Graduate,No,7368,1071.5,455.3,360.0,0.0,None,Y
LP06984,Female,Yes,3+,Not Graduate,No,3581,1950.83,396.5,360.0,1.0,Vehicle,Y
LP06985,Female,No,2,Not Graduate,No,6293,3376.72,273.0,360.0,0.0,None,N
LP06986,Female,No,3+,Graduate,Yes,4743,6520.78,364.4,360.0,1.0,None,N
LP06987,Male,No,1,Not Graduate,No,7250,349.27,368.8,360.0,1.0,Vehicle,N
LP06988,Male,Yes,1,Not Graduate,Yes,9532,675.78,359.8,360.0,0.0,Real Estate,Y
LP06989,Female,No,2,Not Graduate,No,9113,4160.5,327.2,120.0,0.0,Real Estate,N
LP06990,Male,No,2,Not Graduate,No,3412,3075.09,219.4,360.0,0.0,Real Estate,N
LP06991,Male,No,3+,Graduate,Yes,4553,1688.85,391.5,360.0,1.0,Vehicle,N
LP06992,Female,Yes,0,Not Graduate,No,6133,10045.44,350.6,240.0,0.0,Real Estate,N
LP06993,Male,No,2,Not Graduate,Yes,7176,1987.75,184.6,360.0,1.0,Vehicle,N
LP06994,Female,Yes,2,Not Graduate,No,3586,1001.98,355.2,240.0,0.0,None,Y
LP06995,Female,No,3+,Not Graduate,No,4122,2148.33,180.0,360.0,1.0,None,Y
LP06996,Female,Yes,3+,Not Graduate,No,7537,3744.67,431.7,180.0,0.0,Real Estate,N
LP06997,Female,No,2,Not Graduate,No,12756,4869.39,301.1,360.0,0.0,Vehicle,N
LP06998,Male,No,0,Not Graduate,No,6180,1208.17,219.1,120.0,0.0,Vehicle,Y
LP06999,Female,No,2,Not Graduate,No,3608,5018.46,282.1,360.0,1.0,None,Y
LP07000,Female,Yes,3+,Not Graduate,No,19865,1200.31,524.5,360.0,0.0,None,Y
LP07001,Female,No,3+,Not Graduate,No,5099,1521.88,103.7,360.0,1.0,Vehicle,Y
LP07002,Female,Yes,2,Not Graduate,No,3768,5768.2,485.5,360.0,0.0,Real Estate,N
LP07003,Female,No,0,Not Graduate,No,4376,989.02,159.5,360.0,1.0,Real Estate,N
LP07004,Female,Yes,2,Graduate,No,10202,6114.69,400.0,360.0,0.0,Real Estate,N
LP07005,Male,Yes,2,Not Graduate,No,10419,12244.45,139.8,120.0,1.0,Real Estate,N
LP07006,Female,No,3+,Not Graduate,No,10091,8210.34,276.9,360.0,0.0,None,Y
LP07007,Male,Yes,0,Not Graduate,No,8267,2695.41,404.6,180.0,0.0,Real Estate,N
LP07008,Male,No,1,Graduate,No,5217,9103.29,329.0,360.0,0.0,Real Estate,Y
LP07009,Male,Yes,0,Not Graduate,No,5005,12831.05,390.1,240.0,1.0,Vehicle,Y
LP07010,Female,Yes,2,Not Graduate,No,9766,10001.35,631.4,240.0,0.0,Real Estate,Y
LP07011,Female,No,2,Not Graduate,No,8175,9625.52,197.3,360.0,0.0,None,Y
LP07012,Male,No,2,Not Graduate,No,4850,3243.99,244.3,180.0,1.0,Real Estate,N
LP07013,Female,Yes,0,Not Graduate,No,6734,1461.21,355.9,360.0,0.0,Vehicle,N
LP07014,Female,No,3+,Not Graduate,No,3419,5907.76,557.7,360.0,0.0,Vehicle,N
LP07015,Female,Yes,2,Not Graduate,No,8475,6048.39,355.2,360.0,0.0,Real Estate,N
LP07016,Male,No,2,Not Graduate,No,6486,1481.75,114.3,360.0,0.0,None,Y
LP07017,Female,Yes,0,Not Graduate,No,3868,272.07,479.6,360.0,0.0,Vehicle,Y
LP07018,Male,Yes,1,Not Graduate,No,3284,5416.17,200.6,360.0,0.0,Real Estate,N
LP07019,Female,Yes,1,Not Graduate,No,5831,3340.73,593.0,360.0,0.0,None,N
LP07020,Male,No,3+,Not Graduate,No,5550,3503.66,190.5,360.0,0.0,Vehicle,N
LP07021,Male,No,3+,Not Graduate,Yes,11657,6194.34,241.9,360.0,1.0,Real Estate,N
LP07022,Male,Yes,2,Graduate,No,5244,10720.83,248.7,180.0,0.0,Real Estate,N
LP07023,Male,No,0,Not Graduate,Yes,6377,2272.89,230.6,240.0,0.0,None,Y
LP07024,Male,No,2,Not Graduate,No,7304,3015.09,270.1,360.0,1.0,Real Estate,N
LP07025,Female,Yes,3+,Not Graduate,No,5533,2423.2,424.2,360.0,1.0,Vehicle,N
LP07026,Male,Yes,0,Not Graduate,Yes,6452,5293.66,138.9,360.0,0.0,Real Estate,N
LP07027,Female,Yes,0,Graduate,No,8396,1401.56,487.6,360.0,1.0,Vehicle,N
LP07028,Female,Yes,3+,Not Graduate,Yes,4209,14582.56,350.3,360.0,0.0,Real Estate,N
LP07029,Male,No,1,Not Graduate,No,3252,5455.15,166.4,360.0,0.0,None,N
LP07030,Male,Yes,1,Not Graduate,No,4136,14490.97,438.6,360.0,1.0,Real Estate,N
LP07031,Male,No,0,Not Graduate,Yes,5077,7919.74,406.1,360.0,0.0,None,Y
LP07032,Female,Yes,2,Not Graduate,No,3779,4770.78,421.1,360.0,0.0,Vehicle,N
LP07033,Female,No,1,Not Graduate,No,8176,781.58,269.8,360.0,0.0,Vehicle,Y
LP07034,Female,No,2,Not Graduate,No,6366,3450.8,532.9,180.0,1.0,Vehicle,Y
LP07035,Male,Yes,1,Not Graduate,No,6880,6298.4,262.9,360.0,0.0,Real Estate,N
LP07036,Male,Yes,1,Not Graduate,No,6963,6038.21,114.2,360.0,0.0,Vehicle,Y
LP07037,Male,No,2,Graduate,No,7156,848.44,324.0,180.0,1.0,Vehicle,N
LP07038,Female,Yes,3+,Not Graduate,No,3607,6918.53,647.0,360.0,0.0,None,N
LP07039,Female,No,1,Not Graduate,Yes,8743,11570.34,107.1,360.0,1.0,Vehicle,Y
LP07040,Female,No,1,Not Graduate,No,6140,2553.57,184.8,360.0,0.0,Vehicle,N
LP07041,Female,Yes,2,Not Graduate,No,5142,5983.51,342.1,360.0,0.0,Real Estate,N
LP07042,Male,No,3+,Not Graduate,No,10426,6307.96,245.5,360.0,1.0,Real Estate,N
LP07043,Female,No,1,Not Graduate,No,9341,5000.6,362.8,360.0,0.0,Real Estate,N
LP07044,Male,Yes,1,Not Graduate,No,3686,8983.19,201.3,360.0,0.0,Vehicle,N
LP07045,Male,No,3+,Not Graduate,No,8974,5913.64,259.3,360.0,1.0,Vehicle,N
LP07046,Female,Yes,1,Graduate,No,6353,4192.33,449.5,360.0,0.0,Real Estate,N
LP07047,Male,No,3+,Not Graduate,Yes,5626,1000.42,265.7,240.0,1.0,Real Estate,N
LP07048,Female,Yes,3+,Graduate,No,7032,2772.63,521.8,360.0,0.0,Real Estate,N
LP07049,Female,Yes,2,Not Graduate,No,6581,5248.96,110.1,360.0,1.0,Real Estate,Y
LP07050,Male,No,0,Not Graduate,Yes,3452,2725.35,164.9,360.0,1.0,Vehicle,Y
LP07051,Male,Yes,3+,Graduate,No,4596,3915.99,265.1,360.0,0.0,Vehicle,N
LP07052,Male,Yes,2,Not Graduate,No,11480,8765.05,202.2,360.0,0.0,Vehicle,N
LP07053,Female,Yes,0,Not Graduate,No,4792,7902.14,423.2,360.0,0.0,Vehicle,Y
LP07054,Male,No,1,Graduate,Yes,10716,3494.0,237.5,360.0,1.0,Vehicle,N
LP07055,Female,No,0,Not Graduate,Yes,8860,1446.1,422.7,360.0,0.0,Vehicle,N
LP07056,Male,No,3+,Not Graduate,No,5144,9784.49,137.7,360.0,1.0,Real Estate,N
LP07057,Female,No,3+,Graduate,No,3533,4350.18,195.7,360.0,1.0,None,N
LP07058,Female,Yes,3+,Graduate,No,6407,5339.5,109.7,360.0,1.0,None,Y
LP07059,Female,No,3+,Not Graduate,Yes,3690,1873.48,498.1,360.0,0.0,Real Estate,N
LP07060,Female,No,3+,Not Graduate,No,5073,672.75,232.6,240.0,0.0,Vehicle,N
LP07061,Female,No,2,Not Graduate,Yes,3673,420.35,260.0,360.0,0.0,None,Y
LP07062,Male,No,3+,Not Graduate,No,5865,455.99,153.7,360.0,1.0,Vehicle,N
LP07063,Male,No,2,Not Graduate,No,4894,2289.73,124.3,360.0,0.0,Real Estate,N
LP07064,Male,Yes,1,Not Graduate,No,5142,8824.52,216.3,120.0,1.0,Real Estate,N
LP07065,Male,No,3+,Graduate,No,6239,3631.56,406.5,360.0,1.0,Real Estate,N
LP07066,Female,No,3+,Not Graduate,No,13940,4059.49,286.2,360.0,1.0,Real Estate,N
LP07067,Male,Yes,0,Not Graduate,No,4612,6700.02,153.6,240.0,1.0,None,Y
LP07068,Male,No,1,Not Graduate,No,12073,3016.03,322.8,180.0,1.0,Real Estate,Y
LP07069,Female,Yes,3+,Not Graduate,No,5662,114.72,553.0,360.0,1.0,Vehicle,N
LP07070,Male,Yes,3+,Not Graduate,No,4424,3364.11,471.1,360.0,0.0,Real Estate,Y
LP07071,Male,Yes,1,Not Graduate,Yes,6385,7514.89,254.4,360.0,1.0,Vehicle,Y
LP07072,Female,No,2,Not Graduate,No,8558,2689.94,267.8,360.0,0.0,Real Estate,N
LP07073,Male,Yes,3+,Not Graduate,Yes,7796,13415.31,335.3,240.0,1.0,Real Estate,N
LP07074,Male,No,0,Graduate,No,9564,4350.78,150.3,360.0,0.0,None,Y
LP07075,Male,No,3+,Not Graduate,No,8693,8362.66,245.7,180.0,1.0,Real Estate,N
LP07076,Male,No,0,Graduate,No,7347,2882.1,413.8,360.0,1.0,None,N
LP07077,Male,Yes,0,Not Graduate,No,13017,7623.39,385.0,360.0,1.0,Real Estate,N
LP07078,Male,No,3+,Not Graduate,No,5025,12895.01,314.6,360.0,1.0,Vehicle,N
LP07079,Female,Yes,3+,Not Graduate,Yes,5052,13330.53,680.8,360.0,1.0,Real Estate,N
LP07080,Female,Yes,0,Not Graduate,No,3618,8840.16,424.4,360.0,1.0,Real Estate,N
LP07081,Female,Yes,1,Not Graduate,No,5126,9780.01,135.4,360.0,1.0,None,Y
LP07082,Male,Yes,1,Graduate,Yes,4085,8881.52,290.8,360.0,0.0,Real Estate,Y
LP07083,Male,No,3+,Not Graduate,No,3881,5764.29,291.0,360.0,1.0,Vehicle,N
LP07084,Male,No,2,Not Graduate,No,9436,5103.05,207.4,360.0,1.0,None,Y
LP07085,Female,Yes,1,Not Graduate,No,11050,6990.48,247.8,360.0,1.0,Real Estate,N
LP07086,Female,Yes,3+,Graduate,No,7565,4862.27,401.6,360.0,0.0,Real Estate,N
LP07087,Female,Yes,1,Not Graduate,No,4933,323.54,453.1,360.0,0.0,Real Estate,Y
LP07088,Male,Yes,2,Graduate,No,9920,5626.53,459.0,360.0,0.0,Real Estate,N
LP07089,Male,No,3+,Not Graduate,No,8644,1706.1,163.1,360.0,0.0,None,Y
LP07090,Female,No,2,Graduate,No,5054,3814.17,150.7,360.0,0.0,Vehicle,Y
LP07091,Male,No,3+,Not Graduate,No,7024,7326.2,312.8,360.0,1.0,Real Estate,N
LP07092,Male,Yes,2,Not Graduate,No,10948,5975.78,162.7,360.0,1.0,Vehicle,N
LP07093,Male,Yes,1,Graduate,No,6782,6552.66,232.9,360.0,1.0,Vehicle,N
LP07094,Male,Yes,1,Not Graduate,No,4226,2914.5,115.7,360.0,0.0,None,Y
LP07095,Female,No,2,Not Graduate,No,15573,4670.39,129.5,360.0,0.0,None,Y
LP07096,Male,Yes,2,Not Graduate,Yes,5111,6837.34,133.4,360.0,0.0,Real Estate,Y
LP07097,Female,No,2,Not Graduate,No,7505,426.37,296.6,180.0,0.0,Vehicle,N
LP07098,Female,No,3+,Not Graduate,No,5651,4003.96,466.2,360.0,0.0,Vehicle,N
LP07099,Female,Yes,1,Not Graduate,No,4926,1272.86,392.8,360.0,0.0,Vehicle,N
LP07100,Female,No,3+,Not Graduate,No,6979,8526.08,161.9,360.0,0.0,None,Y
LP07101,Female,No,1,Not Graduate,No,4661,10495.09,136.5,360.0,0.0,None,Y
LP07102,Female,Yes,0,Not Graduate,No,7926,1488.12,367.6,240.0,0.0,Vehicle,Y
LP07103,Female,Yes,3+,Not Graduate,No,8964,3181.78,240.8,360.0,0.0,Vehicle,N
LP07104,Male,No,1,Not Graduate,No,3462,2208.29,201.0,360.0,0.0,None,Y
LP07105,Female,No,1,Not Graduate,Yes,5078,409.7,183.5,360.0,1.0,Vehicle,N
LP07106,Male,Yes,3+,Not Graduate,Yes,12732,2615.09,379.8,360.0,0.0,Real Estate,Y
LP07107,Female,Yes,3+,Not Graduate,No,6922,3481.46,571.0,360.0,1.0,Real Estate,N
LP07108,Male,Yes,1,Not Graduate,No,4785,13773.5,170.9,360.0,0.0,Real Estate,N
LP07109,Female,No,3+,Not Graduate,No,3484,5673.18,160.2,360.0,0.0,Vehicle,N
LP07110,Female,Yes,2,Graduate,No,4575,2015.21,556.9,360.0,0.0,Real Estate,N
LP07111,Male,No,3+,Not Graduate,No,13507,2741.2,310.3,360.0,0.0,Real Estate,Y
LP07112,Female,Yes,3+,Graduate,Yes,7607,11095.05,293.2,360.0,0.0,Real Estate,N
LP07113,Female,No,3+,Not Graduate,No,5049,12818.23,179.3,360.0,0.0,Vehicle,N
LP07114,Male,No,1,Graduate,No,11964,5522.56,507.4,240.0,1.0,Vehicle,Y
LP07115,Female,Yes,2,Not Graduate,Yes,5098,3558.62,491.9,360.0,1.0,Real Estate,Y
LP07116,Male,Yes,0,Not Graduate,No,5401,1893.17,305.9,360.0,0.0,Vehicle,N
LP07117,Male,Yes,0,Not Graduate,No,4716,118.46,327.1,360.0,0.0,Real Estate,Y
LP07118,Male,No,2,Not Graduate,Yes,5144,4648.93,197.5,360.0,1.0,Vehicle,Y
LP07119,Male,Yes,2,Graduate,No,11262,658.27,122.2,360.0,0.0,Vehicle,N
LP07120,Male,No,2,Not Graduate,No,3592,6394.27,233.8,360.0,1.0,Real Estate,N
LP07121,Female,No,1,Not Graduate,No,5398,9334.57,110.1,360.0,0.0,None,Y
LP07122,Male,Yes,0,Not Graduate,Yes,4327,6432.91,163.1,360.0,1.0,Vehicle,Y
LP07123,Male,Yes,2,Graduate,No,7131,2744.45,396.6,240.0,0.0,Real Estate,N
LP07124,Female,Yes,1,Not Graduate,No,17033,6998.6,414.8,360.0,0.0,Real Estate,N
LP07125,Female,Yes,0,Not Graduate,No,7589,881.92,537.4,120.0,0.0,Vehicle,N
LP07126,Male,No,3+,Not Graduate,No,7401,4391.28,177.6,360.0,1.0,Real Estate,N
LP07127,Male,No,1,Graduate,Yes,4573,843.92,214.6,240.0,0.0,None,Y
LP07128,Female,No,0,Not Graduate,No,9737,6429.52,104.3,360.0,1.0,Vehicle,N
LP07129,Female,No,1,Not Graduate,No,7350,1907.65,321.6,360.0,0.0,None,Y
LP07130,Male,Yes,0,Not Graduate,No,4206,3612.09,144.7,360.0,0.0,Vehicle,N
LP07131,Female,Yes,0,Not Graduate,No,12514,12051.05,366.0,360.0,0.0,None,Y
LP07132,Female,No,3+,Not Graduate,No,3179,4719.26,274.8,360.0,0.0,Real Estate,N
LP07133,Male,No,1,Not Graduate,No,5238,11748.4,103.8,360.0,0.0,None,Y
LP07134,Male,No,2,Not Graduate,No,4799,9304.13,251.7,360.0,0.0,Real Estate,Y
LP07135,Male,Yes,3+,Not Graduate,No,15980,9965.59,142.8,360.0,1.0,Vehicle,N
LP07136,Female,No,3+,Not Graduate,Yes,14747,349.54,228.2,360.0,0.0,None,Y
LP07137,Male,Yes,0,Not Graduate,No,9861,6191.18,415.6,360.0,0.0,Vehicle,Y
LP07138,Male,Yes,2,Not Graduate,No,9556,4001.49,209.4,360.0,0.0,Vehicle,Y
LP07139,Female,Yes,1,Not Graduate,No,7125,2843.43,477.6,180.0,0.0,Real Estate,Y
LP07140,Male,Yes,2,Graduate,No,8609,3889.98,269.4,360.0,0.0,Real Estate,N
LP07141,Male,No,2,Graduate,No,4700,3937.94,349.4,240.0,1.0,Real Estate,N
LP07142,Female,Yes,2,Not Graduate,No,6013,2391.6,488.3,360.0,0.0,Real Estate,N
LP07143,Female,No,2,Not Graduate,No,10326,2752.86,155.7,360.0,0.0,None,Y
LP07144,Male,Yes,2,Not Graduate,No,14890,6914.13,121.0,360.0,1.0,Vehicle,Y
LP07145,Male,No,0,Not Graduate,No,16019,6793.17,110.4,360.0,1.0,Vehicle,N
LP07146,Female,Yes,0,Not Graduate,Yes,4059,6029.38,372.5,360.0,0.0,Real Estate,N
LP07147,Male,No,3+,Not Graduate,Yes,5427,12754.94,322.6,360.0,1.0,Real Estate,N
LP07148,Male,No,0,Not Graduate,No,6703,4870.03,364.3,360.0,1.0,Vehicle,Y
LP07149,Female,Yes,3+,Not Graduate,No,7692,2753.7,501.2,360.0,1.0,None,N
LP07150,Female,No,3+,Not Graduate,Yes,14310,5071.57,258.0,360.0,1.0,Vehicle,N
LP07151,Female,No,1,Not Graduate,No,8289,5354.8,156.1,360.0,0.0,None,Y
LP07152,Female,No,2,Not Graduate,No,3646,5798.33,242.2,360.0,0.0,None,N
LP07153,Male,Yes,0,Graduate,Yes,3884,9734.23,101.3,360.0,0.0,None,Y
LP07154,Male,No,1,Not Graduate,No,6175,2698.53,243.8,360.0,1.0,Real Estate,Y
LP07155,Female,Yes,0,Not Graduate,Yes,4328,6392.74,267.1,360.0,0.0,None,N
LP07156,Male,Yes,3+,Not Graduate,No,6231,4747.68,145.4,360.0,0.0,Real Estate,N
LP07157,Male,Yes,0,Graduate,No,4427,8677.58,250.6,360.0,0.0,Real Estate,N
LP07158,Male,No,2,Not Graduate,Yes,4759,12309.69,385.7,360.0,1.0,Real Estate,N
LP07159,Male,Yes,3+,Not Graduate,No,5981,13176.44,222.7,360.0,1.0,Real Estate,N
LP07160,Male,No,3+,Not Graduate,No,8839,3566.75,572.0,360.0,0.0,None,N
LP07161,Female,Yes,1,Not Graduate,No,9125,7421.43,211.9,360.0,0.0,Real Estate,N
LP07162,Male,No,2,Not Graduate,No,5869,452.79,465.2,360.0,1.0,Vehicle,N
LP07163,Female,No,3+,Not Graduate,Yes,7282,3839.77,239.3,360.0,1.0,Real Estate,N
LP07164,Female,Yes,2,Not Graduate,No,7268,2144.96,552.6,360.0,0.0,Vehicle,N
LP07165,Female,Yes,0,Not Graduate,No,7386,10356.98,374.1,360.0,0.0,Real Estate,Y
LP07166,Female,Yes,2,Not Graduate,No,6546,10460.81,170.0,180.0,0.0,Vehicle,N
LP07167,Male,No,3+,Graduate,Yes,6705,2007.17,211.3,360.0,1.0,Real Estate,N
LP07168,Male,No,1,Not Graduate,No,15896,5069.57,203.8,360.0,1.0,Vehicle,N
LP07169,Female,Yes,3+,Not Graduate,Yes,6981,5316.7,298.1,360.0,0.0,Vehicle,N
LP07170,Female,No,2,Graduate,No,8935,2166.64,193.4,360.0,0.0,Vehicle,N
LP07171,Male,Yes,2,Graduate,No,4111,6787.31,191.3,180.0,1.0,Vehicle,N
LP07172,Female,Yes,3+,Not Graduate,No,6309,5269.96,395.7,360.0,1.0,Real Estate,N
LP07173,Female,Yes,2,Not Graduate,No,4433,10296.47,104.2,240.0,0.0,Vehicle,Y
LP07174,Male,Yes,0,Not Graduate,No,10498,11730.0,492.6,360.0,1.0,Real Estate,N
LP07175,Male,Yes,3+,Not Graduate,No,5731,8624.85,155.0,360.0,1.0,Vehicle,N
LP07176,Female,No,1,Not Graduate,No,6130,1403.75,475.9,360.0,0.0,Real Estate,N
LP07177,Male,Yes,3+,Graduate,No,18751,4093.3,445.0,360.0,0.0,Vehicle,N
LP07178,Male,Yes,0,Not Graduate,Yes,4124,9506.85,153.5,360.0,0.0,None,Y
LP07179,Female,Yes,0,Not Graduate,No,5976,1420.82,536.6,360.0,0.0,Vehicle,N
LP07180,Male,No,0,Graduate,No,6544,1178.89,170.4,360.0,0.0,None,Y
LP07181,Female,Yes,0,Not Graduate,No,7387,7184.4,210.4,180.0,1.0,Vehicle,N
LP07182,Male,No,0,Not Graduate,Yes,4974,2751.99,104.7,360.0,0.0,None,N
LP07183,Female,No,1,Not Graduate,No,5214,128.27,115.8,360.0,1.0,Real Estate,N
LP07184,Male,Yes,2,Not Graduate,No,4400,4605.73,255.9,360.0,0.0,None,Y
LP07185,Female,No,0,Not Graduate,No,12282,3230.66,172.4,360.0,0.0,Vehicle,N
LP07186,Male,Yes,0,Not Graduate,No,7777,14597.0,235.4,360.0,1.0,Vehicle,N
LP07187,Male,No,3+,Not Graduate,No,3542,3723.41,232.6,360.0,0.0,None,N
LP07188,Female,Yes,1,Not Graduate,No,5128,4052.18,513.2,360.0,0.0,Vehicle,Y
LP07189,Male,No,1,Not Graduate,No,4440,1635.76,390.5,360.0,1.0,Real Estate,N
LP07190,Male,Yes,2,Not Graduate,No,5615,663.97,235.8,360.0,0.0,Vehicle,Y
LP07191,Female,Yes,1,Not Graduate,No,4766,861.08,418.9,360.0,0.0,Real Estate,N
LP07192,Female,No,3+,Graduate,No,10844,9146.72,102.8,120.0,0.0,None,Y
LP07193,Male,Yes,3+,Graduate,No,16183,6663.44,232.2,360.0,0.0,Real Estate,N
LP07194,Male,Yes,2,Graduate,No,8634,9149.5,146.2,360.0,0.0,Vehicle,Y
LP07195,Male,No,3+,Not Graduate,No,3652,2005.11,217.2,360.0,1.0,Vehicle,N
LP07196,Male,Yes,0,Not Graduate,No,5210,13095.76,417.3,360.0,1.0,Real Estate,Y
LP07197,Male,Yes,0,Not Graduate,No,3696,13615.41,191.6,360.0,1.0,Real Estate,N
LP07198,Female,No,3+,Graduate,No,6074,10912.38,112.1,360.0,0.0,None,Y
LP07199,Male,No,2,Graduate,No,4886,3159.53,260.3,360.0,1.0,Real Estate,N
LP07200,Male,Yes,1,Not Graduate,No,3990,17520.11,435.3,360.0,1.0,Real Estate,N
LP07201,Female,Yes,2,Not Graduate,No,3318,2816.07,350.0,360.0,0.0,Vehicle,N
LP07202,Female,Yes,1,Not Graduate,No,7034,1539.98,409.4,360.0,0.0,Real Estate,Y
LP07203,Male,Yes,3+,Graduate,No,6142,10381.56,323.2,360.0,0.0,Vehicle,Y
LP07204,Male,No,3+,Graduate,No,7357,764.61,808.2,360.0,1.0,None,Y
LP07205,Male,No,0,Not Graduate,No,12890,1837.65,341.4,360.0,0.0,None,N
LP07206,Male,Yes,1,Not Graduate,No,7597,8937.24,201.3,180.0,1.0,None,N
LP07207,Male,Yes,2,Graduate,No,3366,12422.51,254.8,360.0,0.0,Real Estate,N
LP07208,Male,Yes,3+,Not Graduate,No,18828,3831.71,318.1,360.0,0.0,None,N
LP07209,Female,Yes,2,Not Graduate,No,5575,1204.09,391.7,360.0,0.0,Vehicle,Y
LP07210,Male,Yes,0,Not Graduate,No,3598,5577.14,127.1,360.0,0.0,Real Estate,Y
LP07211,Male,No,1,Not Graduate,No,5609,28.9,310.3,360.0,1.0,Real Estate,N
LP07212,Male,No,1,Not Graduate,No,7219,1586.15,213.7,240.0,1.0,Real Estate,N
LP07213,Female,No,3+,Not Graduate,No,5644,3002.25,181.4,240.0,0.0,None,Y
LP07214,Male,No,1,Not Graduate,No,5096,2075.24,506.3,360.0,1.0,None,Y
LP07215,Female,No,3+,Not Graduate,No,6113,6800.2,216.0,360.0,0.0,None,N
LP07216,Male,Yes,0,Not Graduate,Yes,14285,5828.4,103.0,360.0,0.0,Vehicle,Y
LP07217,Male,Yes,1,Graduate,No,9730,6175.61,132.2,360.0,1.0,Vehicle,Y
LP07218,Male,No,3+,Not Graduate,No,3875,1112.52,134.1,360.0,0.0,None,Y
LP07219,Female,Yes,2,Not Graduate,No,10246,7562.58,310.8,360.0,0.0,Real Estate,Y
LP07220,Female,Yes,3+,Graduate,Yes,14396,7151.68,153.1,360.0,1.0,None,Y
LP07221,Female,Yes,1,Not Graduate,No,7569,4558.2,458.0,360.0,0.0,Vehicle,N
LP07222,Male,Yes,0,Not Graduate,No,4660,9314.57,249.5,360.0,1.0,Real Estate,N
LP07223,Male,No,1,Not Graduate,No,5904,2581.03,210.6,360.0,1.0,Vehicle,N
LP07224,Male,Yes,1,Graduate,No,5788,12135.14,343.7,360.0,0.0,Vehicle,Y
LP07225,Male,Yes,3+,Not Graduate,No,4519,3272.71,185.9,360.0,0.0,Vehicle,N
LP07226,Male,Yes,2,Not Graduate,Yes,3047,7498.48,102.8,360.0,0.0,Vehicle,N
LP07227,Male,Yes,1,Not Graduate,Yes,4801,10890.25,114.7,360.0,1.0,Real Estate,N
LP07228,Male,Yes,2,Not Graduate,No,11739,12923.82,316.8,360.0,1.0,Real Estate,N
